date,value
2020-05-04,1308.130005
2020-05-05,1337.500000
2020-05-06,1358.000000
2020-05-07,1361.310059
2020-05-08,1381.819946
2020-05-11,1376.790039
2020-05-12,1408.219971
2020-05-13,1376.160034
2020-05-14,1333.520020
2020-05-15,1348.260010
2020-05-18,1361.579956
2020-05-19,1385.479980
2020-05-20,1389.160034
2020-05-21,1410.989990
2020-05-22,1403.900024
2020-05-26,1441.959961
2020-05-27,1420.000000
2020-05-28,1400.000000
2020-05-29,1420.430054
2020-06-01,1425.699951
2020-06-02,1435.000000
2020-06-03,1442.699951
2020-06-04,1436.780029
2020-06-05,1415.640015
2020-06-08,1426.280029
2020-06-09,1445.239990
2020-06-10,1461.510010
2020-06-11,1441.030029
2020-06-12,1425.859985
2020-06-15,1389.489990
2020-06-16,1449.000000
2020-06-17,1452.939941
2020-06-18,1449.849976
2020-06-19,1440.000000
2020-06-22,1425.010010
2020-06-23,1452.000000
2020-06-24,1463.280029
2020-06-25,1431.219971
