date,value
2020-05-04,2256.379883
2020-05-05,2340.000000
2020-05-06,2329.439941
2020-05-07,2374.780029
2020-05-08,2372.139893
2020-05-11,2374.699951
2020-05-12,2411.850098
2020-05-13,2366.800049
2020-05-14,2361.010010
2020-05-15,2368.520020
2020-05-18,2404.350098
2020-05-19,2429.830078
2020-05-20,2477.870117
2020-05-21,2500.000000
2020-05-22,2455.010010
2020-05-26,2458.000000
2020-05-27,2404.989990
2020-05-28,2384.330078
2020-05-29,2415.939941
2020-06-01,2448.000000
2020-06-02,2467.000000
2020-06-03,2468.010010
2020-06-04,2477.429932
2020-06-05,2444.510010
2020-06-08,2500.199951
2020-06-09,2529.439941
2020-06-10,2645.000000
2020-06-11,2603.500000
2020-06-12,2601.209961
2020-06-15,2526.600098
2020-06-16,2620.000000
2020-06-17,2647.500000
2020-06-18,2647.010010
2020-06-19,2678.080078
2020-06-22,2684.500000
2020-06-23,2726.020020
2020-06-24,2780.000000
2020-06-25,2739.550049
