date,value
2020-04-23,2810.419922
2020-04-24,2812.639893
2020-04-27,2854.649902
2020-04-28,2909.959961
2020-04-29,2918.459961
2020-04-30,2930.909912
2020-05-01,2869.090088
2020-05-04,2815.010010
2020-05-05,2868.879883
2020-05-06,2883.139893
2020-05-07,2878.260010
2020-05-08,2908.830078
2020-05-11,2915.459961
2020-05-12,2939.500000
2020-05-13,2865.860107
2020-05-14,2794.540039
2020-05-15,2829.949951
2020-05-18,2913.860107
2020-05-19,2948.590088
2020-05-20,2953.629883
2020-05-21,2969.949951
2020-05-22,2948.050049
2020-05-26,3004.080078
2020-05-27,3015.649902
2020-05-28,3046.610107
2020-05-29,3025.169922
2020-06-01,3038.780029
2020-06-02,3064.780029
2020-06-03,3098.899902
2020-06-04,3111.560059
2020-06-05,3163.840088
2020-06-08,3199.919922
2020-06-09,3213.320068
2020-06-10,3213.419922
2020-06-11,3123.530029
2020-06-12,3071.040039
2020-06-15,2993.760010
2020-06-16,3131.000000
