date,value
2019-12-19,154.000000
2019-12-20,157.350006
2019-12-23,158.119995
2019-12-24,157.479996
2019-12-26,157.559998
2019-12-27,159.449997
2019-12-30,158.990005
2019-12-31,156.770004
2020-01-02,158.779999
2020-01-03,158.320007
2020-01-06,157.080002
2020-01-07,159.320007
2020-01-08,158.929993
2020-01-09,161.839996
2020-01-10,162.820007
2020-01-13,161.759995
2020-01-14,163.389999
2020-01-15,162.619995
2020-01-16,164.350006
2020-01-17,167.419998
2020-01-21,166.679993
2020-01-22,167.399994
2020-01-23,166.190002
2020-01-24,167.509995
2020-01-27,161.149994
2020-01-28,163.779999
2020-01-29,167.839996
2020-01-30,174.050003
2020-01-31,172.210007
2020-02-03,170.429993
2020-02-04,177.139999
2020-02-05,184.029999
2020-02-06,180.970001
2020-02-07,182.850006
2020-02-10,183.580002
2020-02-11,190.649994
2020-02-12,185.580002
2020-02-13,183.080002
2020-02-14,183.250000
2020-02-18,185.610001
2020-02-19,188.059998
2020-02-20,186.949997
2020-02-21,183.169998
2020-02-24,167.770004
2020-02-25,174.199997
2020-02-26,169.710007
2020-02-27,163.320007
2020-02-28,152.410004
2020-03-02,165.309998
2020-03-03,173.800003
2020-03-04,168.490005
2020-03-05,166.050003
2020-03-06,162.610001
2020-03-09,151.000000
2020-03-10,158.160004
2020-03-11,157.130005
2020-03-12,145.300003
2020-03-13,147.500000
2020-03-16,140.000000
2020-03-17,140.000000
2020-03-18,138.000000
2020-03-19,142.770004
2020-03-20,146.000000
2020-03-23,137.009995
2020-03-24,143.750000
2020-03-25,148.910004
2020-03-26,148.399994
2020-03-27,151.750000
2020-03-30,152.440002
2020-03-31,159.399994
2020-04-01,153.000000
2020-04-02,151.860001
2020-04-03,155.100006
2020-04-06,160.320007
2020-04-07,169.589996
2020-04-08,165.669998
2020-04-09,166.360001
2020-04-13,164.350006
2020-04-14,169.000000
2020-04-15,171.199997
2020-04-16,174.300003
2020-04-17,179.500000
2020-04-20,176.630005
2020-04-21,173.500000
2020-04-22,171.389999
2020-04-23,174.110001
2020-04-24,172.059998
2020-04-27,176.589996
2020-04-28,175.589996
2020-04-29,173.220001
2020-04-30,180.000000
2020-05-01,175.800003
2020-05-04,174.490005
2020-05-05,180.619995
2020-05-06,182.080002
2020-05-07,184.169998
2020-05-08,184.979996
2020-05-11,183.149994
2020-05-12,186.800003
2020-05-13,182.550003
2020-05-14,177.539993
2020-05-15,179.059998
2020-05-18,185.750000
2020-05-19,185.029999
2020-05-20,184.809998
2020-05-21,185.399994
2020-05-22,183.190002
2020-05-26,186.339996
2020-05-27,180.199997
2020-05-28,180.740005
2020-05-29,182.729996
2020-06-01,182.539993
2020-06-02,184.250000
2020-06-03,184.820007
2020-06-04,184.300003
2020-06-05,182.619995
2020-06-08,185.940002
2020-06-09,188.000000
2020-06-10,191.130005
2020-06-11,193.130005
2020-06-12,190.539993
2020-06-15,184.580002
2020-06-16,192.889999
2020-06-17,195.029999
2020-06-18,194.000000
2020-06-19,198.589996
2020-06-22,195.789993
2020-06-23,202.089996
2020-06-24,201.600006
2020-06-25,197.800003
