date,value
2020-04-23,8528.839844
2020-04-24,8530.080078
2020-04-27,8717.980469
2020-04-28,8825.690430
2020-04-29,8802.700195
2020-04-30,8911.019531
2020-05-01,8681.290039
2020-05-04,8555.320313
2020-05-05,8809.660156
2020-05-06,8874.700195
2020-05-07,8973.780273
2020-05-08,9056.889648
2020-05-11,9054.910156
2020-05-12,9225.150391
2020-05-13,9006.049805
2020-05-14,8788.040039
2020-05-15,8839.990234
2020-05-18,9177.150391
2020-05-19,9227.459961
2020-05-20,9305.620117
2020-05-21,9375.190430
2020-05-22,9278.549805
2020-05-26,9501.209961
2020-05-27,9346.120117
2020-05-28,9392.990234
2020-05-29,9382.349609
2020-06-01,9471.419922
2020-06-02,9566.530273
2020-06-03,9651.860352
2020-06-04,9649.650391
2020-06-05,9703.540039
2020-06-08,9823.440430
2020-06-09,9867.190430
2020-06-10,10012.320313
2020-06-11,9791.240234
2020-06-12,9715.870117
2020-06-15,9426.900391
2020-06-16,9949.780273
